User-ID,";""BOOK TITLE""",";""Book-Rating"""
276875;,METHODS OF RESEARCH THESIS-WRITING AND APPLIED STATISTICS,"""8"""
276875;,METHODS OF RESEARCH FOR THE HEALTH PROFESSIONS,"""8"""
276878;,METHODS AND TECHNIQUES OF RESEARCH,"""6"""
276879;,RESEARCH METHODS: PRINCIPLES AND APPLICATIONS,"""7"""
276884;,METHODS OF RESEARCH AND THESIS WRITING,"""0"""
276884;,RESEARCH METHODS,"""0"""
276884;,BASIC STATISTICAL METHODS,"""7"""
276884;,DATABASE ADMINISTRATION IN MYSQL,"0"""
276884;,DATABASE ADMINISTRATION II,"""6"""
276887;,LINUX ADMINISTRATION HANDBOOK,"""5"""
276887;,LINUX ADMINISTRATION HANDBOOK,"""0"""
276887;,MAINTENANCE ENGINEERING HANDBOOK,"""9"""
276888;,IT APPLICATIONS IN BUSINESS,"""6"""
276888;,"EMPOWERMENT TECHNOLOGIES: INNOVATIVE TRAINING WORKS, INC., 2ND ED.","""0"""
276889;,PEOPLESOFT PEOPLETOOLS: MOBILE APPLICATIONS DEVELOPMENT,"""0"""
276890;,"INTRODUCTION TO COMPUTING USING PYTHON: AN APPLICATION DEVELOPMENT FOCUS, 2ND ED.","""0"""
276896;,WEB PROGRAMMIN AND INTERNET TECHNOLOGIES AN E-COMMERCE APPROACH,"""10"""
276904;,"OPERATING SYSTEMS: PRINCIPLES, DESIGN AND APPLICATIONS","""0"""
276904;,ETHICS FOR I.T. PROFESSIONALS WITH LEGAL ASPECTS IN COMPUTING,"""10"""
276904;,COMPUTING ESSENTIALS,"""5"""
276904;,MULTIMEDIA: MAKING IT WORK,"""10"""
276904;,DEVELOPING WEB APPLICATIONS,"""10"""
276904;,SURVEY OF OPERATING SYSTEMS,"""5"""
276904;,CREATING SQL SERVER 2005 APPLICATIONS WITH VISUAL STUDIO,"""0"""
276905;,MANAGEMENT INFORMATION SYSTEM AND COMPUTER APPLICATIONS,"""8"""
276905;,OPERATING SYSTEM CONCEPT: WINDOWS XP UPDATE,"""5"""
276905;,OPERATING SYSTEMS,"""0"""
276911;,THE NEW EDUCATIONAL COMPUTING COURSE FOR SECOND YEAR,"""8"""
276911;,COMPUTING FUNDAMENTLAS - PC- DOS & MC-DOS,"""9"""
276911;,COMPUTING CONCEPTS WITH JAVA ESSENTIALS,"""9"""
276912;,MICROCOMPUTER APPLICATIONS AND CONCEPTS,"""6"""
276912;,DISK OPERATING SYSTEM VERSION 3.30,"""6"""
276912;,SYSTEM QUALITY ASSURANCE,"""0"""
276912;,NETWORK SECURITY FIRST-STEP,"""0"""
276915;,THE SECURITIES REGULATION CODE,"""7"""
276916;,PRINCIPLES OF COMPUTER SECURITY,"""8"""
